incident_id,date,time,year,month,day_of_week,hour,crime_type,location_text,road_id,road_name,area,thana,latitude,longitude,source,source_url,source_type,victim_type,weapon,suspect_count,vehicle_used,description,location_precision,verification_status,confidence
DHK-2023-0585,2023-05-27,00:41,2023,5,Saturday,0,Mugging,Motijheel - under the Motijheel footover bridge,ROAD_49,Motijheel to Sayedabad Bus Terminal,Motijheel,Motijheel,23.727436,90.419165,bdnews24,https://bdnews24.com/bangladesh/incident-2023-05-0585,news,Rickshaw passenger,Sharp knife (Chhuri),1,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident under the Motijheel footover bridge during Saturday night hours.,AREA,VERIFIED,0.95
DHK-2023-0473,2023-05-27,12:05,2023,5,Saturday,12,Snatching,Farmgate - near the intersection approaching Bijoy Sarani Chottor,ROAD_11,Airport Road (Farmgate to Bijoy Sarani),Farmgate,Tejgaon,23.758295,90.388815,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2023-05-0473,news,Office worker,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near the intersection approaching Bijoy Sarani Chottor during Saturday night hours.,INTERSECTION,VERIFIED,0.81
DHK-2023-0488,2023-05-27,15:34,2023,5,Saturday,15,Snatching,Dhanmondi - near Dhanmondi bus stop,ROAD_03,Mirpur Road (Russell Square to Asad Gate),Dhanmondi,Dhanmondi,23.754724,90.375008,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-05-0488,news,University student,Sharp knife (Chhuri),1,Motorcycle (Pulsar/FZ),"Muggers armed with a sharp knife (chhuri) intercepted a university student near Dhanmondi bus stop, fleeing with cash and bag.",ROAD,VERIFIED,0.84
DHK-2023-0327,2023-05-31,00:51,2023,5,Wednesday,0,Snatching,Mirpur - under the Mirpur footover bridge,ROAD_29,Begum Rokeya Sarani (Kazipara to Mirpur-10),Mirpur,Kafrul,23.804718,90.368854,The Daily Star,https://www.thedailystar.net/crime/incident-2023-05-0327,news,Pedestrian,Sharp knife (Chhuri),2,Private car,Police blotter recorded a swift snatching incident under the Mirpur footover bridge during Wednesday night hours.,INTERSECTION,VERIFIED,0.79
DHK-2023-0166,2023-06-01,04:08,2023,6,Thursday,4,Theft,Uttara - under the Uttara footover bridge,ROAD_41,Dhaka-Mymensingh Hwy (Jasimuddin to House Building),Uttara,Uttara East,23.872809,90.398039,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0166,news,Motorcyclist,Unarmed / Speed snatch,2,Motorcycle (Pulsar/FZ),"Muggers armed with a unarmed / speed snatch intercepted a motorcyclist under the Uttara footover bridge, fleeing with cash and bag.",ROAD,VERIFIED,0.93
DHK-2023-0605,2023-06-01,06:17,2023,6,Thursday,6,Mugging,Mirpur - under the Mirpur footover bridge,ROAD_28,Begum Rokeya Sarani (Shewrapara to Kazipara),Mirpur,Kafrul,23.791035,90.371845,The Daily Star,https://www.thedailystar.net/crime/incident-2023-06-0605,news,Female commuter,Firearm / Pistol,2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident under the Mirpur footover bridge during Thursday night hours.,AREA,VERIFIED,0.77
DHK-2023-0226,2023-06-02,00:52,2023,6,Friday,0,Robbery,Mohammadpur - near Mohammadpur bus stop,ROAD_06,Mirpur Road (Asad Gate to Farmgate Connector),Mohammadpur,Mohammadpur,23.757889,90.383175,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-06-0226,news,Office worker,Paper cutter,2,Motorcycle (Pulsar/FZ),"Muggers armed with a paper cutter intercepted a office worker near Mohammadpur bus stop, fleeing with cash and bag.",EXACT,VERIFIED,0.75
DHK-2023-1005,2023-06-03,03:09,2023,6,Saturday,3,Mugging,Badda - near the intersection approaching Rampura Bridge,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.76968,90.426558,The Daily Star,https://www.thedailystar.net/crime/incident-2023-06-1005,news,Rickshaw passenger,Sharp knife (Chhuri),2,On foot (sprint),A rickshaw passenger had their smartphone snatched by 2 perpetrators on a on foot (sprint) near the intersection approaching Rampura Bridge around 03:09.,INTERSECTION,VERIFIED,0.86
DHK-2023-0328,2023-06-03,19:35,2023,6,Saturday,19,Snatching,Dhanmondi - near Dhanmondi bus stop,ROAD_10,Science Lab to Nilkhet / New Market,Dhanmondi,New Market,23.733665,90.383874,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2023-06-0328,police_report,University student,Sharp knife (Chhuri),4,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near Dhanmondi bus stop during Saturday night hours.,EXACT,VERIFIED,0.97
DHK-2023-0011,2023-06-04,07:28,2023,6,Sunday,7,Snatching,Paltan - near Paltan bus stop,ROAD_44,Paltan to Motijheel Commercial Area,Paltan,Paltan,23.72829,90.417069,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0011,news,Motorcyclist,Unarmed / Speed snatch,1,On foot (sprint),"Muggers armed with a unarmed / speed snatch intercepted a motorcyclist near Paltan bus stop, fleeing with cash and bag.",ROAD,PROBABLE,0.79
DHK-2023-0670,2023-06-06,21:07,2023,6,Tuesday,21,Snatching,Gulshan - under the Gulshan footover bridge,ROAD_20,Madani Avenue (Gulshan-2 to Notun Bazar),Gulshan,Gulshan,23.797667,90.423157,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2023-06-0670,news,Office worker,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident under the Gulshan footover bridge during Tuesday night hours.,INTERSECTION,UNCONFIRMED,0.68
DHK-2023-0243,2023-06-07,01:23,2023,6,Wednesday,1,Snatching,Badda - along the poorly lit section of Pragiti Sarani (Badda Link to Rampura Bridge),ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.774022,90.42782,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2023-06-0243,police_report,Motorcyclist,Sharp knife (Chhuri),2,Private car,A motorcyclist had their smartphone snatched by 2 perpetrators on a private car along the poorly lit section of Pragiti Sarani (Badda Link to Rampura Bridge) around 01:23.,INTERSECTION,UNCONFIRMED,0.53
DHK-2023-0593,2023-06-07,19:54,2023,6,Wednesday,19,Snatching,Sayedabad - near Sayedabad bus stop,ROAD_50,Sayedabad to Jatrabari Flyover Entrance,Sayedabad,Jatrabari,23.711716,90.433988,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2023-06-0593,news,Small shopkeeper,Sharp knife (Chhuri),2,On foot (sprint),A small shopkeeper had their smartphone snatched by 2 perpetrators on a on foot (sprint) near Sayedabad bus stop around 19:54.,ROAD,VERIFIED,0.89
DHK-2023-0804,2023-06-08,21:34,2023,6,Thursday,21,Mugging,Sayedabad - along the poorly lit section of Sayedabad to Jatrabari Flyover Entrance,ROAD_50,Sayedabad to Jatrabari Flyover Entrance,Sayedabad,Jatrabari,23.715075,90.430258,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0804,news,Pedestrian,Sharp knife (Chhuri),2,CNG auto-rickshaw,Reported incident of mugging involving a pedestrian at along the poorly lit section of Sayedabad to Jatrabari Flyover Entrance. Suspects fled using a cng auto-rickshaw.,INTERSECTION,VERIFIED,0.84
DHK-2023-1138,2023-06-08,22:32,2023,6,Thursday,22,Snatching,Dhanmondi - in front of the commercial complex at Dhanmondi,ROAD_03,Mirpur Road (Russell Square to Asad Gate),Dhanmondi,Dhanmondi,23.754702,90.374824,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2023-06-1138,news,Motorcyclist,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident in front of the commercial complex at Dhanmondi during Thursday night hours.,INTERSECTION,VERIFIED,0.77
DHK-2023-0296,2023-06-09,07:36,2023,6,Friday,7,Snatching,Karwan Bazar - near Karwan Bazar bus stop,ROAD_45,Mogbazar Flyover Road (Karwan Bazar to Mogbazar),Karwan Bazar,Tejgaon,23.751005,90.398217,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2023-06-0296,news,Rickshaw passenger,Sharp knife (Chhuri),3,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near Karwan Bazar bus stop during Friday night hours.,ROAD,VERIFIED,0.77
DHK-2023-0589,2023-06-10,14:33,2023,6,Saturday,14,Snatching,Sayedabad - near Sayedabad bus stop,ROAD_50,Sayedabad to Jatrabari Flyover Entrance,Sayedabad,Jatrabari,23.711193,90.434433,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0589,news,Office worker,Pepper spray,4,Motorcycle (Pulsar/FZ),Reported incident of snatching involving a office worker at near Sayedabad bus stop. Suspects fled using a motorcycle (pulsar/fz).,INTERSECTION,VERIFIED,0.89
DHK-2023-0749,2023-06-10,19:47,2023,6,Saturday,19,Snatching,Mohammadpur - near Mohammadpur bus stop,ROAD_35,Mohammadpur Beribadh Outer Road,Mohammadpur,Mohammadpur,23.783339,90.347122,bdnews24,https://bdnews24.com/bangladesh/incident-2023-06-0749,news,Motorcyclist,Sharp knife (Chhuri),1,Private car,Police blotter recorded a swift snatching incident near Mohammadpur bus stop during Saturday night hours.,INTERSECTION,VERIFIED,0.78
DHK-2023-0230,2023-06-11,01:23,2023,6,Sunday,1,Robbery,Badda - in front of the commercial complex at Badda,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.763394,90.425468,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0230,news,Rickshaw passenger,Sharp knife (Chhuri),2,CNG auto-rickshaw,A rickshaw passenger had their smartphone snatched by 2 perpetrators on a cng auto-rickshaw in front of the commercial complex at Badda around 01:23.,EXACT,VERIFIED,0.9
DHK-2023-0004,2023-06-11,11:05,2023,6,Sunday,11,Snatching,Farmgate - under the Farmgate footover bridge,ROAD_07,Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar),Farmgate,Tejgaon,23.753237,90.392854,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2023-06-0004,police_report,Small shopkeeper,Firearm / Pistol,2,CNG auto-rickshaw,Police blotter recorded a swift snatching incident under the Farmgate footover bridge during Sunday night hours.,EXACT,VERIFIED,0.97
DHK-2023-0502,2023-06-13,22:29,2023,6,Tuesday,22,Snatching,Mirpur - in front of the commercial complex at Mirpur,ROAD_28,Begum Rokeya Sarani (Shewrapara to Kazipara),Mirpur,Kafrul,23.791045,90.371933,bdnews24,https://bdnews24.com/bangladesh/incident-2023-06-0502,news,Small shopkeeper,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),A small shopkeeper had their smartphone snatched by 2 perpetrators on a motorcycle (pulsar/fz) in front of the commercial complex at Mirpur around 22:29.,AREA,PROBABLE,0.94
DHK-2023-0638,2023-06-15,14:39,2023,6,Thursday,14,Robbery,Mirpur - near Mirpur bus stop,ROAD_31,Mirpur-1 to Mirpur-10 Connector,Mirpur,Mirpur,23.805712,90.366505,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0638,news,Female commuter,Iron rod,1,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near Mirpur bus stop during Thursday night hours.,ROAD,VERIFIED,0.83
DHK-2023-0833,2023-06-16,13:50,2023,6,Friday,13,Robbery,Dhanmondi - near the intersection approaching New Market Nilkhet,ROAD_10,Science Lab to Nilkhet / New Market,Dhanmondi,New Market,23.736539,90.383474,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2023-06-0833,police_report,University student,Sharp knife (Chhuri),4,Motorcycle (Pulsar/FZ),Reported incident of robbery involving a university student at near the intersection approaching New Market Nilkhet. Suspects fled using a motorcycle (pulsar/fz).,INTERSECTION,UNCONFIRMED,0.6
DHK-2023-0424,2023-06-17,12:53,2023,6,Saturday,12,Pickpocketing,Baridhara - in front of the commercial complex at Baridhara,ROAD_21,Pragiti Sarani (Notun Bazar to Badda Link),Baridhara,Bhatara,23.792943,90.426073,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2023-06-0424,news,Female commuter,Unarmed / Speed snatch,4,On foot (sprint),A female commuter had their smartphone snatched by 4 perpetrators on a on foot (sprint) in front of the commercial complex at Baridhara around 12:53.,ROAD,VERIFIED,0.92
DHK-2023-0144,2023-06-17,22:23,2023,6,Saturday,22,Mugging,Mirpur - under the Mirpur footover bridge,ROAD_31,Mirpur-1 to Mirpur-10 Connector,Mirpur,Mirpur,23.797586,90.357015,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0144,news,Office worker,Unarmed / Speed snatch,2,On foot (sprint),"Muggers armed with a unarmed / speed snatch intercepted a office worker under the Mirpur footover bridge, fleeing with cash and bag.",ROAD,PROBABLE,0.76
DHK-2023-0410,2023-06-18,15:06,2023,6,Sunday,15,Robbery,Mirpur - under the Mirpur footover bridge,ROAD_32,Mirpur-10 to Mirpur-11 Strip,Mirpur,Mirpur,23.809115,90.368104,The Daily Star,https://www.thedailystar.net/crime/incident-2023-06-0410,news,Office worker,Firearm / Pistol,1,CNG auto-rickshaw,"Muggers armed with a firearm / pistol intercepted a office worker under the Mirpur footover bridge, fleeing with cash and bag.",INTERSECTION,VERIFIED,0.95
DHK-2023-0976,2023-06-21,07:17,2023,6,Wednesday,7,Snatching,Malibagh - near the intersection approaching Khilgaon Taltola,ROAD_47,Mouchak to Khilgaon Flyover,Malibagh,Shahjahanpur,23.74779,90.412848,The Daily Star,https://www.thedailystar.net/crime/incident-2023-06-0976,news,Small shopkeeper,Paper cutter,1,Motorcycle (Pulsar/FZ),Reported incident of snatching involving a small shopkeeper at near the intersection approaching Khilgaon Taltola. Suspects fled using a motorcycle (pulsar/fz).,AREA,VERIFIED,0.95
DHK-2023-0595,2023-06-22,18:09,2023,6,Thursday,18,Robbery,Nilkhet - under the Nilkhet footover bridge,ROAD_52,New Market to Sadarghat Riverfront Connector,Nilkhet,New Market,23.718304,90.400878,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-06-0595,news,University student,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident under the Nilkhet footover bridge during Thursday night hours.,INTERSECTION,VERIFIED,0.92
DHK-2023-0260,2023-06-23,01:43,2023,6,Friday,1,Pickpocketing,Kalabagan - under the Kalabagan footover bridge,ROAD_02,Mirpur Road (Kalabagan to Russell Square),Kalabagan,Kalabagan,23.746454,90.379615,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2023-06-0260,news,Female commuter,Sharp knife (Chhuri),4,CNG auto-rickshaw,Police blotter recorded a swift snatching incident under the Kalabagan footover bridge during Friday night hours.,INTERSECTION,VERIFIED,0.85
DHK-2023-0999,2023-06-24,16:36,2023,6,Saturday,16,Snatching,Tejgaon - near Tejgaon bus stop,ROAD_25,Tejgaon-Gulshan Link Road,Tejgaon,Tejgaon Industrial,23.772615,90.410759,The Daily Star,https://www.thedailystar.net/crime/incident-2023-06-0999,news,Pedestrian,Sharp knife (Chhuri),2,Leguna van,Reported incident of snatching involving a pedestrian at near Tejgaon bus stop. Suspects fled using a leguna van.,EXACT,VERIFIED,0.75
DHK-2023-0543,2023-06-24,19:33,2023,6,Saturday,19,Robbery,Dhanmondi - near the intersection approaching Asad Gate,ROAD_03,Mirpur Road (Russell Square to Asad Gate),Dhanmondi,Dhanmondi,23.756965,90.373476,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2023-06-0543,police_report,Rickshaw passenger,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near the intersection approaching Asad Gate during Saturday night hours.,INTERSECTION,VERIFIED,0.76
DHK-2023-0977,2023-06-24,22:12,2023,6,Saturday,22,Theft,Shyamoli - close to the Shyamoli market square,ROAD_30,Mirpur Road (Shyamoli to Mirpur-1),Shyamoli,Adabor,23.774669,90.361982,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-06-0977,news,Rickshaw passenger,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident close to the Shyamoli market square during Saturday night hours.,INTERSECTION,VERIFIED,0.79
DHK-2023-0253,2023-06-25,12:07,2023,6,Sunday,12,Mugging,Farmgate - near the intersection approaching Karwan Bazar Chottor,ROAD_07,Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar),Farmgate,Tejgaon,23.752649,90.392933,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2023-06-0253,news,University student,Firearm / Pistol,2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near the intersection approaching Karwan Bazar Chottor during Sunday night hours.,INTERSECTION,VERIFIED,0.83
DHK-2023-0570,2023-06-26,21:27,2023,6,Monday,21,Theft,Tejgaon - in front of the commercial complex at Tejgaon,ROAD_12,Jahangir Gate VIP Link,Tejgaon,Tejgaon,23.768278,90.38989,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2023-06-0570,news,Small shopkeeper,Sharp knife (Chhuri),4,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident in front of the commercial complex at Tejgaon during Monday night hours.,INTERSECTION,PROBABLE,0.89
DHK-2023-0937,2023-06-28,00:19,2023,6,Wednesday,0,Mugging,Mirpur - under the Mirpur footover bridge,ROAD_32,Mirpur-10 to Mirpur-11 Strip,Mirpur,Mirpur,23.811359,90.367238,The Daily Star,https://www.thedailystar.net/crime/incident-2023-06-0937,news,Pedestrian,Pepper spray,4,Motorcycle (Pulsar/FZ),A pedestrian had their smartphone snatched by 4 perpetrators on a motorcycle (pulsar/fz) under the Mirpur footover bridge around 00:19.,EXACT,PROBABLE,0.79
DHK-2023-0267,2023-06-28,18:28,2023,6,Wednesday,18,Pickpocketing,Dhanmondi - near the intersection approaching New Market Nilkhet,ROAD_10,Science Lab to Nilkhet / New Market,Dhanmondi,New Market,23.733646,90.38412,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2023-06-0267,news,Small shopkeeper,Unarmed / Speed snatch,4,Motorcycle (Pulsar/FZ),Reported incident of pickpocketing involving a small shopkeeper at near the intersection approaching New Market Nilkhet. Suspects fled using a motorcycle (pulsar/fz).,EXACT,VERIFIED,0.95
DHK-2023-0900,2023-06-28,22:19,2023,6,Wednesday,22,Theft,Baridhara - near Baridhara bus stop,ROAD_21,Pragiti Sarani (Notun Bazar to Badda Link),Baridhara,Bhatara,23.781735,90.428172,bdnews24,https://bdnews24.com/bangladesh/incident-2023-06-0900,news,Rickshaw passenger,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near Baridhara bus stop during Wednesday night hours.,ROAD,VERIFIED,0.9
DHK-2023-0324,2023-07-01,22:52,2023,7,Saturday,22,Snatching,Mirpur - under the Mirpur footover bridge,ROAD_32,Mirpur-10 to Mirpur-11 Strip,Mirpur,Mirpur,23.814882,90.36696,bdnews24,https://bdnews24.com/bangladesh/incident-2023-07-0324,news,Pedestrian,Paper cutter,2,On foot (sprint),"Muggers armed with a paper cutter intercepted a pedestrian under the Mirpur footover bridge, fleeing with cash and bag.",INTERSECTION,VERIFIED,0.91
DHK-2023-0887,2023-07-02,19:06,2023,7,Sunday,19,Snatching,Sayedabad - under the Sayedabad footover bridge,ROAD_50,Sayedabad to Jatrabari Flyover Entrance,Sayedabad,Jatrabari,23.712621,90.433088,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2023-07-0887,news,Female commuter,Unarmed / Speed snatch,4,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident under the Sayedabad footover bridge during Sunday night hours.,INTERSECTION,VERIFIED,0.91
DHK-2023-0793,2023-07-03,01:09,2023,7,Monday,1,Snatching,Mirpur - near Mirpur bus stop,ROAD_34,Mirpur-1 to Gabtoli Highway,Mirpur,Mirpur,23.79157,90.351654,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2023-07-0793,police_report,Female commuter,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),A female commuter had their smartphone snatched by 2 perpetrators on a motorcycle (pulsar/fz) near Mirpur bus stop around 01:09.,EXACT,VERIFIED,0.82
DHK-2023-0493,2023-07-03,19:15,2023,7,Monday,19,Mugging,Nilkhet - near Nilkhet bus stop,ROAD_52,New Market to Sadarghat Riverfront Connector,Nilkhet,New Market,23.728812,90.388487,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-07-0493,news,Office worker,Pepper spray,1,On foot (sprint),Reported incident of mugging involving a office worker at near Nilkhet bus stop. Suspects fled using a on foot (sprint).,EXACT,VERIFIED,0.9
DHK-2023-0635,2023-07-05,09:01,2023,7,Wednesday,9,Theft,Mohammadpur - near the intersection approaching Asad Gate,ROAD_54,Mohammadpur Town Hall to Asad Gate,Mohammadpur,Mohammadpur,23.759603,90.366848,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-07-0635,news,Motorcyclist,Unarmed / Speed snatch,4,Motorcycle (Pulsar/FZ),A motorcyclist had their smartphone snatched by 4 perpetrators on a motorcycle (pulsar/fz) near the intersection approaching Asad Gate around 09:01.,INTERSECTION,VERIFIED,0.97
DHK-2023-1211,2023-07-05,10:11,2023,7,Wednesday,10,Snatching,Farmgate - near Farmgate bus stop,ROAD_11,Airport Road (Farmgate to Bijoy Sarani),Farmgate,Tejgaon,23.763377,90.388014,The Daily Star,https://www.thedailystar.net/crime/incident-2023-07-1211,news,Small shopkeeper,Sharp knife (Chhuri),2,CNG auto-rickshaw,"Muggers armed with a sharp knife (chhuri) intercepted a small shopkeeper near Farmgate bus stop, fleeing with cash and bag.",ROAD,VERIFIED,0.9
DHK-2023-0995,2023-07-08,23:33,2023,7,Saturday,23,Robbery,Mohammadpur - under the Mohammadpur footover bridge,ROAD_36,Town Hall to Beribadh Link,Mohammadpur,Mohammadpur,23.758507,90.357234,bdnews24,https://bdnews24.com/bangladesh/incident-2023-07-0995,news,Motorcyclist,Sharp knife (Chhuri),1,Private car,Police blotter recorded a swift snatching incident under the Mohammadpur footover bridge during Saturday night hours.,INTERSECTION,VERIFIED,0.79
DHK-2023-0885,2023-07-09,03:41,2023,7,Sunday,3,Mugging,Farmgate - along the poorly lit section of Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar),ROAD_07,Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar),Farmgate,Tejgaon,23.753088,90.392597,The Daily Star,https://www.thedailystar.net/crime/incident-2023-07-0885,news,Motorcyclist,Paper cutter,2,CNG auto-rickshaw,"Muggers armed with a paper cutter intercepted a motorcyclist along the poorly lit section of Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar), fleeing with cash and bag.",AREA,VERIFIED,0.94
DHK-2023-0273,2023-07-10,07:46,2023,7,Monday,7,Pickpocketing,Uttara - along the poorly lit section of Dhaka-Mymensingh Hwy (Jasimuddin to House Building),ROAD_41,Dhaka-Mymensingh Hwy (Jasimuddin to House Building),Uttara,Uttara East,23.872802,90.398188,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-07-0273,news,Pedestrian,Sharp knife (Chhuri),3,Motorcycle (Pulsar/FZ),"Muggers armed with a sharp knife (chhuri) intercepted a pedestrian along the poorly lit section of Dhaka-Mymensingh Hwy (Jasimuddin to House Building), fleeing with cash and bag.",EXACT,VERIFIED,0.97
DHK-2023-0272,2023-07-10,13:25,2023,7,Monday,13,Mugging,Dhanmondi - close to the Dhanmondi market square,ROAD_10,Science Lab to Nilkhet / New Market,Dhanmondi,New Market,23.736015,90.38402,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2023-07-0272,news,University student,Firearm / Pistol,2,Motorcycle (Pulsar/FZ),A university student had their smartphone snatched by 2 perpetrators on a motorcycle (pulsar/fz) close to the Dhanmondi market square around 13:25.,ROAD,VERIFIED,0.95
DHK-2023-0458,2023-07-10,18:25,2023,7,Monday,18,Robbery,Badda - close to the Badda market square,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.767952,90.426225,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2023-07-0458,news,University student,Sharp knife (Chhuri),2,CNG auto-rickshaw,"Muggers armed with a sharp knife (chhuri) intercepted a university student close to the Badda market square, fleeing with cash and bag.",ROAD,PROBABLE,0.96
DHK-2023-1011,2023-07-11,15:22,2023,7,Tuesday,15,Robbery,Badda - under the Badda footover bridge,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.771004,90.427342,bdnews24,https://bdnews24.com/bangladesh/incident-2023-07-1011,news,Pedestrian,Sharp knife (Chhuri),1,Motorcycle (Pulsar/FZ),A pedestrian had their smartphone snatched by 1 perpetrators on a motorcycle (pulsar/fz) under the Badda footover bridge around 15:22.,EXACT,VERIFIED,0.96
DHK-2023-0278,2023-07-14,01:00,2023,7,Friday,1,Snatching,Dhanmondi - near Dhanmondi bus stop,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.754519,90.36832,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2023-07-0278,police_report,Office worker,Unarmed / Speed snatch,2,On foot (sprint),A office worker had their smartphone snatched by 2 perpetrators on a on foot (sprint) near Dhanmondi bus stop around 01:00.,ROAD,VERIFIED,0.91
DHK-2023-1052,2023-07-14,07:53,2023,7,Friday,7,Theft,Paltan - near Paltan bus stop,ROAD_51,Paltan to Sadarghat (Old Dhaka Arterial),Paltan,Paltan,23.712577,90.411509,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-07-1052,news,Female commuter,Pepper spray,2,Motorcycle (Pulsar/FZ),Reported incident of theft involving a female commuter at near Paltan bus stop. Suspects fled using a motorcycle (pulsar/fz).,INTERSECTION,PROBABLE,0.86
DHK-2023-0868,2023-07-14,23:38,2023,7,Friday,23,Snatching,Tejgaon - close to the Tejgaon market square,ROAD_13,Airport Road (Jahangir Gate to Mohakhali),Tejgaon,Cantonment,23.773557,90.395366,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-07-0868,news,Office worker,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),"Muggers armed with a sharp knife (chhuri) intercepted a office worker close to the Tejgaon market square, fleeing with cash and bag.",INTERSECTION,VERIFIED,0.9
DHK-2023-0687,2023-07-17,06:48,2023,7,Monday,6,Mugging,Sayedabad - close to the Sayedabad market square,ROAD_50,Sayedabad to Jatrabari Flyover Entrance,Sayedabad,Jatrabari,23.714845,90.430543,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-07-0687,news,University student,Firearm / Pistol,2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident close to the Sayedabad market square during Monday night hours.,AREA,VERIFIED,0.86
DHK-2023-0334,2023-07-18,19:05,2023,7,Tuesday,19,Mugging,Dhanmondi - near the intersection approaching Mohammadpur Town Hall,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.758095,90.364938,Daily Sun,https://www.daily-sun.com/post/crime/incident-2023-07-0334,news,Motorcyclist,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),A motorcyclist had their smartphone snatched by 2 perpetrators on a motorcycle (pulsar/fz) near the intersection approaching Mohammadpur Town Hall around 19:05.,INTERSECTION,VERIFIED,0.94
